seqnames start end strand gene_id
538 chr6 43321687 43364577 + ENSDARG00000003732
539 chr8 2631922 2644829 + ENSDARG00000003749
540 chr20 25475433 25502882 + ENSDARG00000003750
541 chr20 1263770 1292178 - ENSDARG00000003751
542 chr6 49047648 49099807 - ENSDARG00000003754
543 chr2 29701087 29710868 - ENSDARG00000003757
544 chr7 41131231 41135078 + ENSDARG00000003769
545 chr24 17618719 17676101 + ENSDARG00000003776
546 chr2 30269088 30408574 - ENSDARG00000003779
547 chr1 6774236 6799314 + ENSDARG00000003783
548 chr4 15717726 15775162 - ENSDARG00000003789
549 chr18 25882910 25901281 - ENSDARG00000003795
550 chr20 27326639 27341282 - ENSDARG00000003797
551 chr5 74915009 74932802 + ENSDARG00000003803
552 chr5 44625004 44630396 + ENSDARG00000003808
553 chr4 13514625 13552214 - ENSDARG00000003811
554 chr17 10511332 10526998 - ENSDARG00000003813
555 chr6 1975299 1991511 - ENSDARG00000003818
556 chr16 53625489 53636413 + ENSDARG00000003820
557 chr4 10522602 10527226 + ENSDARG00000003822
558 chr13 37983789 37997898 - ENSDARG00000003827
559 chr13 24292467 24442685 - ENSDARG00000003829
560 chr21 16054058 16081836 + ENSDARG00000003835
561 chr13 47258851 47305466 - ENSDARG00000003836
562 chr25 14109371 14118870 + ENSDARG00000003841
563 chr21 33652581 33759726 + ENSDARG00000003845
564 chr7 75722601 75729849 + ENSDARG00000003846
565 chr14 931645 969245 - ENSDARG00000003854
566 chr19 20267100 20270413 - ENSDARG00000003860
567 chr23 19355246 19392405 - ENSDARG00000003865
568 chr1 28743380 28769615 + ENSDARG00000003866
569 chr8 8031573 8040833 - ENSDARG00000003867
570 chr16 38154171 38165789 + ENSDARG00000003869
571 chr7 30061203 30173826 + ENSDARG00000003872
572 chr11 3971866 4016800 - ENSDARG00000003877
573 Zv9_scaffold3557 33659 91198 + ENSDARG00000003882
574 chr24 21731288 21740059 - ENSDARG00000003899
575 chr6 41962700 41967549 - ENSDARG00000003900
576 chr17 27315725 27320151 + ENSDARG00000003902
577 chr16 31532159 31537135 + ENSDARG00000003903
578 chr6 48993341 49001686 + ENSDARG00000003904
579 chr2 11461575 11469010 + ENSDARG00000003909
580 chr15 19022285 19086973 - ENSDARG00000003910
581 chr21 11428691 11432572 - ENSDARG00000003920
582 chr17 14553004 14553838 + ENSDARG00000003925
583 chr16 46070673 46076458 - ENSDARG00000003927
584 chr19 21283357 21305396 + ENSDARG00000003931
585 chr18 680253 729324 - ENSDARG00000003933
586 chr10 2608904 2612287 + ENSDARG00000003934
587 chr15 25834680 25875330 - ENSDARG00000003938
588 chr17 24546429 24555412 + ENSDARG00000003940
589 chr24 24445467 24447595 - ENSDARG00000003941
590 chr2 13168088 13174715 - ENSDARG00000003944
591 chr22 38065111 38079706 - ENSDARG00000003952
592 chr6 41969222 41980214 - ENSDARG00000003961
593 chr15 14535627 14612278 + ENSDARG00000003963
594 chr13 28491599 28495901 - ENSDARG00000003965
595 chr11 6528902 6535159 - ENSDARG00000003968
596 chr3 53245061 53252874 - ENSDARG00000003970
597 chr25 33728638 33734544 - ENSDARG00000003971
598 chr15 42760129 42776699 - ENSDARG00000003973
599 chr11 34654440 34678976 + ENSDARG00000003974
600 chr20 25909433 25916838 + ENSDARG00000003977
601 chr10 23359145 23399550 + ENSDARG00000003984
602 chr3 21882606 22102677 + ENSDARG00000003989
603 chr6 14971227 15001305 - ENSDARG00000003991
604 chr18 28199533 28268471 - ENSDARG00000003994
605 chr17 20793630 20809230 - ENSDARG00000003998
606 chr7 75235852 75244605 + ENSDARG00000004015
607 chr19 12607661 12640568 + ENSDARG00000004017
608 chr23 34992918 35027342 + ENSDARG00000004018
609 chr5 42353743 42359175 - ENSDARG00000004023
610 chr17 394009 395548 - ENSDARG00000004026
611 chr3 27864729 27920351 + ENSDARG00000004034
612 chr13 24219960 24242806 - ENSDARG00000004037
613 chr14 32362998 32377623 + ENSDARG00000004046
614 chr20 3351704 3358581 - ENSDARG00000004049
615 chr7 59518014 59534630 - ENSDARG00000004051
616 chr4 17277222 17349254 - ENSDARG00000004055
617 chr25 33369435 33378850 + ENSDARG00000004059
618 chr11 36600441 36604112 - ENSDARG00000004060
619 chr20 23951986 24104980 - ENSDARG00000004074
620 chr14 29459069 29479568 + ENSDARG00000004078
621 chr5 25299319 25305530 + ENSDARG00000004082
622 chr8 20695816 20730169 + ENSDARG00000004094
623 chr6 33681319 33706524 - ENSDARG00000004105
624 chr3 10159205 10165964 + ENSDARG00000004109
625 chr20 26389363 26412982 - ENSDARG00000004111
626 chr23 43792176 43816067 + ENSDARG00000004114
627 chr14 14166319 14436646 - ENSDARG00000004115
628 chr5 21277526 21293023 + ENSDARG00000004130
629 chr24 15036261 15167157 - ENSDARG00000004131
630 chr23 20433695 20466077 - ENSDARG00000004132
631 chr15 14434638 14456545 + ENSDARG00000004141
632 Zv9_scaffold3455 137387 148097 - ENSDARG00000004148
633 chr6 41982381 42043021 - ENSDARG00000004150
634 chr13 1254310 1267359 + ENSDARG00000004151
635 chr10 43279209 43286542 + ENSDARG00000004154
636 chr17 44946528 45090023 + ENSDARG00000004158
637 chr12 9576919 9636388 + ENSDARG00000004160
638 chr21 42562491 42585540 + ENSDARG00000004161
639 chr2 6837105 6853273 + ENSDARG00000004167
640 chr19 16640049 16642794 - ENSDARG00000004169
641 chr16 12532687 12540990 - ENSDARG00000004171
642 chr2 36897647 36926913 + ENSDARG00000004173
643 chr25 17670327 17703688 + ENSDARG00000004174
644 chr16 7158139 7435459 + ENSDARG00000004176
645 chr21 14073820 14104257 + ENSDARG00000004177
646 chr10 38602081 38728184 + ENSDARG00000004184
647 chr21 5408445 5413346 + ENSDARG00000004187
648 chr3 24341284 24362823 + ENSDARG00000004189
649 chr7 24081951 24123980 - ENSDARG00000004196
650 chr25 28402836 28408325 - ENSDARG00000004199
651 chr9 34716507 34739632 - ENSDARG00000004204
652 chr16 19704473 19721660 - ENSDARG00000004211
653 chr23 27219811 27246699 + ENSDARG00000004218
654 chr16 383307 398690 - ENSDARG00000004219
655 chr12 227141 235068 + ENSDARG00000004221
656 chr4 2623862 2739122 - ENSDARG00000004227
657 chr5 38294022 38301923 + ENSDARG00000004232
658 chr6 13515596 13598177 + ENSDARG00000004243
659 chr1 22557443 22684130 + ENSDARG00000004246
660 chr5 27782862 27791037 + ENSDARG00000004251
661 chr5 38113768 38120280 + ENSDARG00000004256
662 chr21 21076607 21094843 + ENSDARG00000004260
663 chr14 27413738 27421016 - ENSDARG00000004261
664 chr20 5277286 5294610 - ENSDARG00000004262
665 chr17 10527432 10539313 + ENSDARG00000004265
666 chr14 31643661 31664453 + ENSDARG00000004270
667 chr24 39134646 39143719 - ENSDARG00000004274
668 chr19 13028709 13054114 + ENSDARG00000004280
669 chr11 444188 459312 - ENSDARG00000004282
670 chr2 50454934 50548465 - ENSDARG00000004291
671 chr10 10767460 10789768 + ENSDARG00000004296
672 chr17 11190576 11193371 - ENSDARG00000004297
673 chr21 29700744 29714963 + ENSDARG00000004301
674 chr11 42125486 42150159 + ENSDARG00000004302
675 chr9 34042592 34088748 + ENSDARG00000004305
676 chr2 32461682 32474581 + ENSDARG00000004306
677 chr9 24104418 24151695 - ENSDARG00000004307
678 chr16 27832620 27837190 - ENSDARG00000004308
679 chr19 29820544 29846534 + ENSDARG00000004311
680 chr24 43837322 43838337 + ENSDARG00000004312
681 chr8 31273742 31298114 + ENSDARG00000004318
682 chr3 57590328 57599675 + ENSDARG00000004322
683 chr23 25261112 25272611 + ENSDARG00000004325
684 chr16 5602931 5630658 + ENSDARG00000004328
685 chr4 14671236 14881932 + ENSDARG00000004336
686 chr11 46192630 46204650 + ENSDARG00000004342
687 chr19 27408775 27417659 + ENSDARG00000004343
688 chr19 30604663 30606958 - ENSDARG00000004355
689 chr16 13772550 13799769 + ENSDARG00000004358
690 chr10 32906129 32993054 + ENSDARG00000004363
691 chr23 25642291 25736211 + ENSDARG00000004372
692 chr17 14455384 14532815 - ENSDARG00000004377
693 chr19 45151185 45224525 - ENSDARG00000004378
694 chr4 8731953 8752655 + ENSDARG00000004386
695 chr5 29049495 29059630 + ENSDARG00000004392
696 chr2 7533735 7541614 - ENSDARG00000004396
697 chr14 37451485 37488405 + ENSDARG00000004402
698 chr19 20253051 20262318 - ENSDARG00000004405
699 chr5 75244061 75250901 - ENSDARG00000004406
700 chr12 32666837 32790417 - ENSDARG00000004415
701 chr1 51548880 51551650 + ENSDARG00000004427
702 chr14 40388026 40426337 - ENSDARG00000004433
703 chr19 34623246 34639709 - ENSDARG00000004436
704 chr10 25847834 25894051 + ENSDARG00000004445
705 chr7 40077021 40079454 - ENSDARG00000004447
706 chr21 14375999 14422468 - ENSDARG00000004451
707 chr23 29600682 29605737 + ENSDARG00000004452
708 chr5 43716188 43739509 + ENSDARG00000004455
709 chr3 32731333 32756610 + ENSDARG00000004459
710 chr13 11265947 11286063 + ENSDARG00000004460
711 chr3 46800816 46833402 + ENSDARG00000004470
712 chr19 27965228 27992033 + ENSDARG00000004472
713 chr12 30297350 30318978 + ENSDARG00000004473
714 chr18 44426569 44436626 - ENSDARG00000004492
715 chr4 14022752 14034030 + ENSDARG00000004497
716 chr19 25468337 25474305 - ENSDARG00000004498
717 chr22 41235238 41253456 + ENSDARG00000004502
718 chr20 25655479 25669115 + ENSDARG00000004517
719 chr2 3444090 3461887 + ENSDARG00000004525
720 chr14 29452859 29457548 + ENSDARG00000004527
721 chr18 13863073 13918130 + ENSDARG00000004529
722 chr16 9843137 9963838 - ENSDARG00000004532
723 chr15 22732941 22773718 - ENSDARG00000004537
724 chr2 20712497 20719864 - ENSDARG00000004539
725 chr12 37715592 37723218 + ENSDARG00000004541
726 chr16 14772197 14861170 - ENSDARG00000004561
727 chr20 38568023 38608870 + ENSDARG00000004574
728 chr17 43455540 43473184 - ENSDARG00000004576
729 chr25 20491093 20495109 + ENSDARG00000004577
730 chr2 35747016 35761653 - ENSDARG00000004580
731 chr20 27017023 27032905 + ENSDARG00000004581
732 chr16 48861089 48918945 - ENSDARG00000004586
733 chr5 25266075 25274883 + ENSDARG00000004587
734 chr19 29271814 29275074 - ENSDARG00000004588
735 chr4 2490142 2494497 + ENSDARG00000004592
736 chr25 27767853 27778892 + ENSDARG00000004594
737 chr3 30521827 30585135 - ENSDARG00000004597
738 chr15 30764546 30765529 + ENSDARG00000004598
739 chr5 25276961 25288846 - ENSDARG00000004616
740 chr21 16462871 16468324 - ENSDARG00000004618
741 chr1 39003575 39111338 - ENSDARG00000004621
742 chr10 32012062 32027846 - ENSDARG00000004627
743 chr11 32383282 32428576 + ENSDARG00000004632
744 chr1 57678409 57686557 - ENSDARG00000004633
745 chr1 53156866 53193726 + ENSDARG00000004634
746 chr20 24847443 24992645 - ENSDARG00000004635
747 chr15 26239886 26267298 - ENSDARG00000004636
748 chr13 29704258 29729206 - ENSDARG00000004643
749 chr24 21938647 21952043 - ENSDARG00000004647
750 chr14 24716039 24758661 + ENSDARG00000004648
751 chr7 8207283 8226398 - ENSDARG00000004658
752 chr5 2513293 2521203 - ENSDARG00000004665
753 chr16 33040836 33173290 - ENSDARG00000004672
754 chr2 29818117 29833015 + ENSDARG00000004680
755 chr19 2131856 2132493 - ENSDARG00000004686
756 chr24 20933764 20940912 + ENSDARG00000004687
757 chr9 25248005 25251712 - ENSDARG00000004692
758 chr13 31860330 31870925 - ENSDARG00000004695
759 chr6 40753451 40763109 - ENSDARG00000004696
760 chr20 33899864 33944628 + ENSDARG00000004697
761 chr13 50421510 50422920 - ENSDARG00000004702
762 chr13 46051848 46063196 + ENSDARG00000004706
763 chr9 52776692 52782926 - ENSDARG00000004712
764 chr7 58874321 58882730 - ENSDARG00000004713
765 chr7 53971789 54164943 - ENSDARG00000004714
766 chr20 51341073 51416083 + ENSDARG00000004721
767 chr5 10372533 10536446 - ENSDARG00000004722
768 chr16 36529268 36552593 + ENSDARG00000004724
769 chr14 7289060 7343161 - ENSDARG00000004726
770 chr9 31018318 31027446 + ENSDARG00000004727
771 chr8 8310714 8349721 - ENSDARG00000004729
772 chr20 35083242 35095084 + ENSDARG00000004735
773 chr17 27404104 27562656 + ENSDARG00000004736
774 chr23 27944386 27968149 + ENSDARG00000004745
775 chr3 39467970 39483264 - ENSDARG00000004748
776 chr6 13367443 13407931 - ENSDARG00000004753
777 chr21 41543121 41577027 - ENSDARG00000004754
778 chr8 49299968 49308225 - ENSDARG00000004757
779 chr10 36463390 36475629 + ENSDARG00000004763
780 chr9 8985936 9024108 + ENSDARG00000004771
781 chr5 57275953 57323452 - ENSDARG00000004774
782 chr14 18747288 18765032 + ENSDARG00000004780
783 chr13 13087865 13155654 - ENSDARG00000004782
784 chr25 33344712 33360304 - ENSDARG00000004785
785 chr22 14508470 14969029 - ENSDARG00000004789
786 chr4 19113216 19134914 + ENSDARG00000004794
787 chr3 55701269 55723819 + ENSDARG00000004796
788 chr5 70733309 70747821 - ENSDARG00000004798
789 chr23 3572317 3574637 + ENSDARG00000004803
790 chr16 15611720 15622320 + ENSDARG00000004806
791 chr18 20423089 20454832 - ENSDARG00000004823
792 chr5 44453664 44491294 - ENSDARG00000004830
793 chr23 17643826 17680374 - ENSDARG00000004836
794 chr22 10755238 10768670 + ENSDARG00000004840
795 chr23 10744237 10828928 - ENSDARG00000004843
796 chr22 39623589 39632809 - ENSDARG00000004845
797 chr5 32235494 32245820 + ENSDARG00000004851
798 chr17 29853913 29961297 - ENSDARG00000004861
799 chr5 60147744 60153128 + ENSDARG00000004864
800 chr19 8076532 8101133 + ENSDARG00000004866
801 chr2 11299996 11304124 - ENSDARG00000004869
802 chr17 51731080 51749655 - ENSDARG00000004870
803 chr11 36053455 36079542 + ENSDARG00000004871
804 chr7 72195886 72211300 + ENSDARG00000004874
805 chr11 46410435 46430322 - ENSDARG00000004875
806 chr20 33674217 33729379 - ENSDARG00000004877
807 chr2 44787051 44808224 - ENSDARG00000004880
808 chr14 37648802 37657608 - ENSDARG00000004889
809 chr2 36855114 36867405 + ENSDARG00000004891
810 chr18 18134845 18306965 - ENSDARG00000004896
811 chr6 9855871 9862692 - ENSDARG00000004898
812 chr4 15868483 15892415 - ENSDARG00000004904
813 chr5 69801144 69817759 - ENSDARG00000004906
814 chr25 7801937 7811747 - ENSDARG00000004909
815 chr6 55617605 55650741 + ENSDARG00000004917
816 chr25 21968646 22178039 - ENSDARG00000004925
817 chr14 18741669 18746150 + ENSDARG00000004926
818 chr9 22927102 23003412 - ENSDARG00000004930
819 chr13 36598377 36666460 - ENSDARG00000004931
820 chr22 41869267 41959136 + ENSDARG00000004932
821 chr21 21298991 21311207 - ENSDARG00000004937
822 chr16 44486773 44501919 + ENSDARG00000004939
823 chr12 45923374 45930851 - ENSDARG00000004948
824 chr17 35524581 35528452 - ENSDARG00000004952
825 chr1 6454788 6484171 + ENSDARG00000004953
826 chr3 30065546 30092476 - ENSDARG00000004954
827 chr21 29037625 29044110 + ENSDARG00000004956
828 chr14 18970809 19055368 - ENSDARG00000004958
829 chr16 5534736 5584736 - ENSDARG00000004964
830 Zv9_scaffold3454 26981 53287 + ENSDARG00000004965
831 chr14 17585097 17589334 - ENSDARG00000004975
832 chr13 2174483 2197358 + ENSDARG00000004979
833 chr21 28352865 28470208 + ENSDARG00000004988
834 chr12 48745086 48760401 - ENSDARG00000005001
835 chr20 20973951 21089059 + ENSDARG00000005002
836 chr25 36562432 36611611 - ENSDARG00000005004
837 chr13 45438044 45438851 - ENSDARG00000005010
838 chr8 26561010 26569017 - ENSDARG00000005015
839 chr19 44193945 44210246 - ENSDARG00000005023
840 chr19 21844850 21895804 + ENSDARG00000005026
841 chr7 55924877 56069928 - ENSDARG00000005033
842 chr15 33791311 33864960 - ENSDARG00000005034
843 chr4 29632402 29639074 + ENSDARG00000005039
844 chr9 8943700 8951415 - ENSDARG00000005049
845 chr6 48194038 48212276 + ENSDARG00000005050
846 chr8 17704010 17712441 + ENSDARG00000005057
847 chr2 44811404 44839093 - ENSDARG00000005058
848 chr23 10830270 10851547 - ENSDARG00000005078
849 chr16 57306125 57328412 - ENSDARG00000005085
850 chr7 39787299 39867900 + ENSDARG00000005092
851 chr25 8182161 8188653 - ENSDARG00000005095
852 chr21 19138091 19150691 - ENSDARG00000005098
853 chr5 22606737 22646702 + ENSDARG00000005104
854 chr10 2951967 2970092 - ENSDARG00000005108
855 chr16 29024966 29053582 + ENSDARG00000005112
856 chr18 6101217 6117380 - ENSDARG00000005115
857 chr11 45362818 45378810 - ENSDARG00000005121
858 chr21 15563063 15618633 + ENSDARG00000005122
859 chr4 60316294 60350267 - ENSDARG00000005126
860 chr9 30704861 30712480 + ENSDARG00000005128
861 chr12 29897998 29911272 - ENSDARG00000005134
862 chr24 21167461 21180622 + ENSDARG00000005139
863 chr11 36205234 36282134 + ENSDARG00000005141
864 chr16 45276186 45294903 - ENSDARG00000005150
865 chr5 65399855 65417724 + ENSDARG00000005154
866 chr3 56820314 56868234 - ENSDARG00000005159
867 chr13 51999268 52020986 + ENSDARG00000005161
868 chr19 11477868 11521523 - ENSDARG00000005162
869 chr2 42973773 43027438 + ENSDARG00000005163
870 chr21 38392296 38401717 - ENSDARG00000005172
871 chr11 42366287 42371484 - ENSDARG00000005173
872 chr18 38776775 38778119 - ENSDARG00000005176
873 chr17 38908138 38946419 - ENSDARG00000005179
874 chr12 33303513 33318398 + ENSDARG00000005185
875 chr19 2969913 2986462 + ENSDARG00000005186
876 chr6 49877781 49917954 + ENSDARG00000005191
877 chr1 25571134 25620380 + ENSDARG00000005210
878 chr15 34549502 34617937 + ENSDARG00000005216
879 chr2 394830 410332 - ENSDARG00000005218
880 chr24 12531618 12591540 - ENSDARG00000005220
881 chr6 13782242 13802328 - ENSDARG00000005221
882 chr19 11721333 11728971 - ENSDARG00000005230
883 chr17 17744522 17855844 + ENSDARG00000005232
884 chr12 28632751 28663317 + ENSDARG00000005236
885 chr12 25570999 25587246 + ENSDARG00000005246
886 chr9 25058789 25064806 - ENSDARG00000005251
887 chr3 18105209 18113441 - ENSDARG00000005254
888 chr5 25390450 25394706 - ENSDARG00000005257
889 chr16 4965735 4985682 + ENSDARG00000005271
890 chr14 19668926 19714971 + ENSDARG00000005273
891 chr25 21769145 21785683 + ENSDARG00000005274
892 chr12 46614278 46621518 - ENSDARG00000005284
893 chr1 50008653 50011851 - ENSDARG00000005314
894 chr7 39928131 39963046 - ENSDARG00000005315
895 chr9 39095646 39117456 + ENSDARG00000005318
896 chr5 13121185 13151757 - ENSDARG00000005320
897 chr2 37483757 37491164 + ENSDARG00000005327
898 chr24 24694439 24709080 + ENSDARG00000005332
899 chr10 8107187 8299534 + ENSDARG00000005333
900 chr21 44228126 44233848 + ENSDARG00000005335
901 chr6 6653740 6692636 - ENSDARG00000005343
902 chr23 27599359 27683181 - ENSDARG00000005350
903 chr18 345027 355125 - ENSDARG00000005355
904 chr17 10047820 10099711 - ENSDARG00000005356
905 chr6 9947906 9967294 + ENSDARG00000005359
906 chr2 26208698 26304954 + ENSDARG00000005364
907 chr15 22625410 22696300 - ENSDARG00000005368
908 chr16 34467082 34473503 + ENSDARG00000005371
909 chr5 57172460 57257542 - ENSDARG00000005372
910 chr7 54392211 54408828 - ENSDARG00000005374
911 chr9 281200 284493 - ENSDARG00000005377
912 chr12 10756259 10770972 - ENSDARG00000005382
913 chr8 13881901 13899302 + ENSDARG00000005392
914 chr20 47241777 47366549 - ENSDARG00000005394
915 chr10 26765286 26798419 - ENSDARG00000005397
916 chr3 39625712 39642803 - ENSDARG00000005414
917 chr20 3038770 3120460 - ENSDARG00000005416
918 chr10 46393914 46401024 - ENSDARG00000005419
919 chr13 31616794 31621589 - ENSDARG00000005423
920 chr15 42024628 42084656 - ENSDARG00000005425
921 chr25 4993893 5038782 + ENSDARG00000005446
922 chr7 54208153 54216652 + ENSDARG00000005448
923 chr4 10528779 10542154 + ENSDARG00000005451
924 chr4 5811927 5956389 - ENSDARG00000005453
925 chr13 36282172 36293842 - ENSDARG00000005454
926 chr7 53614154 53740410 + ENSDARG00000005456
927 chr2 22496685 22536392 + ENSDARG00000005458
928 chr21 43273690 43308834 - ENSDARG00000005462
929 chr20 13808897 13828564 + ENSDARG00000005463
930 chr23 19990137 20000538 + ENSDARG00000005464
931 chr18 44769997 44777969 - ENSDARG00000005468
932 chr9 187974 218155 + ENSDARG00000005470
933 chr4 19635815 19926134 + ENSDARG00000005476
934 chr1 39750404 40142441 + ENSDARG00000005479
935 chr20 16922347 16925201 + ENSDARG00000005481
